Material,Hardness,Density,Temperature,Load,Speed,WearRate,FrictionCoefficient
Bronze,73.63,8.63,77,176,569,0.3058,0.8676
Bronze,62.81,8.63,163,121,348,1.052,0.884
Bronze,58.34,8.64,178,162,250,2.244,0.5655
Bronze,61.2,8.75,350,82,757,0.7264,0.5134
Bronze,73.17,8.83,777,74,880,0.9771,0.6541
Bronze,74.84,8.79,735,158,617,2.9754,0.8545
Bronze,56.55,8.76,47,51,574,0.0681,0.5575
Bronze,58.05,8.68,705,35,134,2.9546,0.5682
Bronze,60.7,8.74,254,100,999,0.3796,0.7844
Bronze,70.34,8.66,463,136,916,0.7837,0.8272
Bronze,73.73,8.63,488,167,499,2.2246,0.7297
Bronze,64.54,8.85,294,166,994,0.8541,0.8481
Bronze,55.07,8.7,438,29,302,0.6225,0.4998
Bronze,67.87,8.68,489,149,703,1.5167,0.8257
Bronze,63.32,8.89,163,24,340,0.173,0.7242
Bronze,70.1,8.8,708,172,919,2.2188,0.606
Bronze,55.97,8.66,532,72,700,0.9397,0.4198
Bronze,67.98,8.81,792,158,663,2.7893,0.727
Bronze,58.18,8.62,101,81,491,0.273,0.6847
Bronze,70.14,8.69,737,146,942,1.35,0.4024
Bronze,60.81,8.86,470,145,812,1.5406,0.8867
Bronze,59.86,8.87,780,7,686,0.1255,0.8097
Bronze,65.82,8.8,87,194,610,0.4035,0.6657
Bronze,74.07,8.79,279,96,559,0.7511,0.7457
Bronze,72.01,8.72,295,50,113,1.7498,0.4303
Bronze,65.93,8.73,759,194,613,2.9712,0.7856
Bronze,58.88,8.76,582,77,915,0.9574,0.6363
Bronze,55.81,8.84,270,180,677,1.2085,0.8011
Bronze,68.88,8.65,316,109,387,1.2123,0.8558
Bronze,67.43,8.61,649,137,632,1.9922,0.745
Bronze,61.92,8.85,100,162,581,0.363,0.5244
Bronze,58.34,8.78,47,27,812,0.024,0.8328
Bronze,56.57,8.71,76,42,661,0.1011,0.8084
CastIron,85.85,7.28,645,175,349,3.5917,0.8937
CastIron,73.04,7.3,546,104,197,3.8741,0.7545
CastIron,87.27,7.38,630,67,901,0.5563,0.6064
CastIron,80.12,7.11,330,194,560,1.5579,0.6532
CastIron,70.41,7.16,305,191,889,0.8572,0.8318
CastIron,79.35,7.18,630,182,193,6.7292,0.8211
CastIron,87.99,7.37,424,94,992,0.5075,0.7708
CastIron,72.62,7.28,96,166,947,0.2023,0.5619
CastIron,77.3,7.23,604,146,496,2.5812,0.5886
CastIron,71.17,7.38,761,117,395,2.9589,0.7953
CastIron,85.3,7.23,218,128,452,0.7683,0.5073
CastIron,82.37,7.19,321,159,634,1.0513,0.8693
CastIron,72.54,7.21,253,179,343,2.1607,0.6102
CastIron,76.43,7.4,399,78,103,3.2686,0.6047
CastIron,70.56,7.17,520,43,717,0.5159,0.7881
CastIron,78.16,7.16,125,60,381,0.2081,0.8217
CastIron,83.85,7.27,471,113,366,1.9315,0.6967
CastIron,81.68,7.12,697,20,327,0.4853,0.6113
CastIron,88.9,7.18,626,76,887,0.667,0.7109
CastIron,70.1,7.38,389,13,848,0.0724,0.7676
CastIron,88.92,7.14,375,184,851,0.9921,0.8734
CastIron,85.08,7.17,389,101,849,0.4578,0.808
CastIron,89.25,7.37,216,83,639,0.2915,0.7034
CastIron,84.62,7.19,492,102,983,0.6345,0.6644
CastIron,83.99,7.31,659,57,745,0.6618,0.5528
CastIron,75.52,7.37,323,80,100,3.7634,0.6513
CastIron,71.94,7.24,180,124,131,2.3698,0.5842
CastIron,74.67,7.22,597,127,398,2.5288,0.6942
CastIron,79.43,7.15,113,181,759,0.3474,0.742
CastIron,79.73,7.25,213,107,948,0.257,0.7167
CastIron,85.32,7.38,138,87,617,0.2623,0.7544
CastIron,71.65,7.37,363,34,310,0.5349,0.6011
CastIron,77.66,7.34,496,27,609,0.3233,0.5285
CastIron,85.63,7.13,349,61,834,0.3473,0.8751
CastIron,88.92,7.17,404,113,651,0.9376,0.858
CastIron,87.19,7.13,70,22,604,0.0286,0.5037
CastIron,70.92,7.26,567,160,109,12.6552,0.5571
CastIron,73.29,7.33,26,28,767,0.011,0.8622
CastIron,80.64,7.19,758,95,216,3.5767,0.8451
CastIron,86.25,7.36,793,54,927,0.4972,0.8616
CastIron,81.05,7.12,647,25,190,0.9772,0.8143
CastIron,86.34,7.22,750,60,848,0.5388,0.5317
CastIron,77.72,7.25,455,126,374,1.6751,0.5505
CastIron,72.95,7.11,738,85,975,0.9749,0.6726
CastIron,89.85,7.3,49,158,510,0.1772,0.5562
CastIron,74.16,7.25,457,52,377,0.8686,0.8799
CastIron,76.82,7.39,625,197,842,1.9703,0.7571
CastIron,87.92,7.3,437,182,51,18.6629,0.8206
CastIron,75.86,7.21,585,80,493,1.4181,0.8655
CastIron,75.95,7.34,202,41,95,1.2721,0.6767
CastIron,75.28,7.1,661,196,423,3.45,0.7427
CastIron,76.41,7.36,228,149,431,1.1153,0.6929
CastIron,71.36,7.16,98,65,747,0.1003,0.5945
CastIron,81.52,7.27,261,185,878,0.6028,0.6409
CastIron,71.0,7.18,783,163,764,2.2553,0.8776
CastIron,83.88,7.25,517,79,975,0.5233,0.5492
CastIron,83.51,7.33,573,50,674,0.4402,0.5054
CastIron,89.7,7.12,171,126,130,1.6238,0.8783
CastIron,87.51,7.31,473,176,917,0.9107,0.656
CastIron,84.63,7.15,673,193,513,3.2002,0.8604
CastIron,82.67,7.13,194,61,386,0.3749,0.5315
CastIron,78.06,7.28,590,108,903,0.9261,0.8948
CastIron,83.75,7.2,486,84,572,0.8262,0.6145
CastIron,83.0,7.11,150,51,767,0.0991,0.6113
CastIron,73.25,7.37,158,111,866,0.2904,0.6206
CastIron,73.01,7.24,790,63,213,2.9863,0.6983
CastIron,71.42,7.13,335,49,306,0.7467,0.8301
CastIron,80.87,7.19,649,48,721,0.4694,0.7856
CastIron,83.8,7.22,652,55,742,0.4846,0.6471
CastIron,76.19,7.3,208,27,835,0.0771,0.5865
CastIron,78.63,7.35,537,135,116,7.0818,0.5843
CastIron,75.59,7.14,412,18,780,0.1395,0.8823
CastIron,86.85,7.33,476,25,278,0.5,0.5465
CastIron,78.74,7.18,624,15,590,0.2102,0.8996
CastIron,78.09,7.17,171,178,994,0.4095,0.8382
CastIron,70.8,7.37,357,144,104,7.5352,0.8332
CastIron,75.83,7.2,695,84,80,9.2318,0.7051
CastIron,79.94,7.3,98,45,528,0.0876,0.5032
CastIron,71.08,7.32,491,91,670,1.0053,0.6615
CastIron,78.42,7.39,91,65,376,0.1924,0.5437
CastIron,76.74,7.27,632,60,358,1.5737,0.529
CastIron,74.26,7.3,156,166,978,0.3983,0.6105
CastIron,74.5,7.3,63,58,561,0.1025,0.7427
CastIron,86.74,7.4,527,131,267,3.3632,0.7438
CastIron,75.7,7.17,770,77,692,1.232,0.6298
CastIron,83.16,7.39,778,82,942,0.8422,0.7451
CastIron,80.95,7.29,735,116,688,1.7366,0.6537
CastIron,72.97,7.24,472,89,216,3.0136,0.5783
CastIron,86.62,7.19,282,23,799,0.103,0.6672
CastIron,89.23,7.24,113,200,399,0.5346,0.7415
CastIron,81.45,7.25,288,169,542,1.1213,0.7703
CastIron,74.66,7.27,496,114,916,0.7771,0.7523
CastIron,75.85,7.22,35,92,889,0.0539,0.5221
CastIron,70.75,7.21,208,18,594,0.0716,0.7985
CastIron,73.37,7.27,661,175,897,1.9223,0.7522
CastIron,77.42,7.32,33,31,322,0.0391,0.6957
CastIron,74.44,7.35,57,5,253,0.0172,0.5768
CastIron,84.5,7.37,363,186,494,1.4436,0.6497
CastIron,84.7,7.19,362,182,934,0.9709,0.625
CastIron,86.81,7.35,519,42,474,0.4902,0.5845
CastIron,73.58,7.37,574,154,961,1.1604,0.6794
CastIron,84.89,7.39,369,17,889,0.0696,0.7706
CastIron,84.59,7.2,238,54,489,0.3033,0.8559
CastIron,88.02,7.33,636,177,66,22.3726,0.7109
CastIron,86.76,7.36,630,193,968,1.6759,0.7228
CastIron,89.49,7.11,719,132,278,4.1035,0.5659
CastIron,80.29,7.16,225,184,307,1.3571,0.8116
CastIron,87.81,7.27,672,63,754,0.6948,0.8013
CastIron,83.39,7.24,278,11,520,0.0784,0.7486
CastIron,80.01,7.21,113,151,257,0.9413,0.7906
CastIron,78.3,7.33,312,51,671,0.3618,0.8897
CastIron,80.25,7.38,377,161,310,2.004,0.5294
CastIron,88.75,7.26,187,19,281,0.1424,0.7958
CastIron,75.45,7.15,510,44,498,0.6542,0.7278
CastIron,72.83,7.36,167,173,796,0.5361,0.6658
CastIron,76.88,7.18,697,9,534,0.1565,0.5134
CastIron,83.9,7.34,363,179,615,1.2781,0.8048
CastIron,86.82,7.11,742,64,863,0.5254,0.6789
CastIron,89.08,7.17,242,198,414,1.0678,0.7559
CastIron,78.15,7.15,46,116,499,0.1147,0.5559
CastIron,78.49,7.38,131,192,825,0.4598,0.5719
CastIron,77.7,7.2,631,74,806,0.6587,0.8658
CastIron,83.31,7.12,648,48,534,0.7847,0.5534
CastIron,89.79,7.21,474,29,933,0.1511,0.7967
CastIron,83.25,7.15,673,168,794,1.7238,0.8557
CastIron,81.3,7.3,369,193,67,11.4868,0.8567
CastIron,82.28,7.13,655,47,237,1.8834,0.8467
CastIron,80.56,7.34,523,189,830,1.4806,0.7876
CastIron,84.18,7.17,584,9,811,0.0847,0.5919
CastIron,82.61,7.32,709,145,187,5.406,0.6822
CastIron,87.58,7.1,64,11,735,0.0125,0.6598
CastIron,80.01,7.3,405,192,82,12.574,0.6716
CastIron,84.54,7.1,94,187,874,0.2154,0.5934
CastIron,70.76,7.14,449,81,224,1.9338,0.5461
CastIron,84.39,7.36,68,159,916,0.1351,0.5957
CastIron,82.3,7.24,241,60,80,1.9797,0.7064
CastIron,88.81,7.37,131,195,579,0.4793,0.6525
CastIron,84.55,7.24,100,39,316,0.1495,0.6344
CastIron,71.9,7.16,138,136,551,0.409,0.8506
CastIron,79.11,7.28,598,68,450,1.1017,0.6884
CastIron,74.73,7.32,579,134,672,1.3772,0.837
CastIron,87.33,7.11,700,173,347,4.4602,0.7792
CastIron,75.92,7.25,730,116,744,1.2811,0.5925
CastIron,73.93,7.12,616,129,745,1.3368,0.7509
CastIron,89.46,7.16,170,72,688,0.2068,0.6191
CastIron,85.53,7.32,320,7,962,0.0277,0.7142
CastIron,83.08,7.22,28,138,215,0.1812,0.7987
CastIron,80.25,7.27,229,167,449,1.2503,0.6535
CastIron,79.64,7.27,265,159,808,0.7092,0.5301
CastIron,79.66,7.37,557,56,212,1.641,0.7308
CastIron,75.38,7.34,729,97,649,1.6253,0.6169
CastIron,71.75,7.34,720,42,188,1.8377,0.715
CastIron,70.05,7.17,437,30,904,0.2189,0.6891
CastIron,72.16,7.23,375,164,935,1.0721,0.5318
CastIron,75.21,7.36,691,115,729,1.6359,0.5675
CastIron,85.39,7.28,615,138,722,1.382,0.5488
CastIron,81.71,7.21,488,28,200,0.8856,0.7253
CastIron,74.19,7.14,464,177,207,5.9676,0.8968
CastIron,83.27,7.2,683,139,715,1.3121,0.7412
CastIron,87.88,7.26,474,99,909,0.5273,0.8999
CastIron,85.27,7.28,560,171,885,1.0804,0.8592
CastIron,70.52,7.31,565,158,260,5.8087,0.858
CastIron,82.74,7.15,787,126,348,3.24,0.8659
CastIron,78.22,7.11,613,186,176,9.1229,0.7462
CastIron,78.94,7.19,344,142,318,1.9095,0.8136
CastIron,85.84,7.35,577,162,519,2.1893,0.8653
CastIron,81.2,7.39,360,183,245,3.5835,0.617
CastIron,84.71,7.19,675,21,203,0.7929,0.5408
CastIron,71.25,7.35,538,92,848,0.9304,0.5159
CastIron,78.96,7.29,699,132,552,2.3737,0.6202
CastIron,75.44,7.32,258,27,692,0.1382,0.6346
CastIron,79.09,7.32,186,105,901,0.2767,0.5911
CastIron,86.12,7.21,490,195,582,1.732,0.5396
CastIron,87.1,7.2,36,11,706,0.01,0.6828
CastIron,87.76,7.13,569,66,278,1.2506,0.783
CastIron,87.4,7.14,785,87,74,12.2982,0.7824
CastIron,83.05,7.33,459,74,185,2.1936,0.5938
CastIron,81.04,7.29,204,8,687,0.0344,0.6587
CastIron,73.06,7.1,799,53,577,1.0329,0.6796
CastIron,78.71,7.22,602,129,368,2.4129,0.8333
CastIron,82.19,7.28,66,97,746,0.0895,0.6255
CastIron,74.28,7.13,488,40,609,0.417,0.7122
CastIron,87.01,7.17,782,154,126,11.362,0.6773
CastIron,89.52,7.26,795,56,123,3.9474,0.5764
CastIron,81.7,7.34,786,80,447,2.0348,0.6545
CastIron,88.21,7.39,337,70,907,0.2948,0.8082
CastIron,76.1,7.39,489,114,327,2.4555,0.6324
CastIron,76.26,7.35,433,116,323,2.1853,0.8957
CastIron,89.7,7.11,438,177,684,1.4492,0.8734
CastIron,74.67,7.33,282,9,495,0.0736,0.6494
CastIron,71.27,7.22,289,97,711,0.6363,0.6617
CastIron,78.31,7.22,290,138,367,1.1264,0.8804
CastIron,76.07,7.38,391,93,236,2.2879,0.7137
CastIron,72.06,7.38,400,183,741,1.5737,0.6998
CastIron,72.52,7.3,83,185,68,3.0149,0.5507
CastIron,79.62,7.21,639,58,744,0.5276,0.8223
CastIron,89.73,7.29,564,22,331,0.3841,0.6946
CastIron,82.76,7.19,32,55,540,0.033,0.5161
CastIron,70.14,7.15,107,97,934,0.1895,0.6362
CastIron,80.47,7.16,146,128,59,3.3618,0.5079
CastIron,83.9,7.14,754,122,513,2.2077,0.8031
CastIron,83.78,7.27,504,138,940,1.0375,0.663
CastIron,77.55,7.3,390,196,562,1.6174,0.5234
CastIron,73.15,7.15,104,169,462,0.495,0.7231
CastIron,80.13,7.27,402,16,966,0.0954,0.7934
CastIron,73.85,7.13,571,19,523,0.2651,0.7205
CastIron,72.52,7.28,414,184,768,1.3824,0.6253
CastIron,76.49,7.13,333,63,118,1.9052,0.5407
CastIron,70.11,7.2,208,28,371,0.2089,0.6647
CastIron,83.39,7.16,509,135,496,1.8546,0.6563
CastIron,86.06,7.31,268,168,978,0.4501,0.8984
CastIron,73.61,7.14,544,132,422,2.019,0.5342
CastIron,85.17,7.11,644,195,635,2.1967,0.7628
CastIron,82.23,7.31,206,126,383,0.7034,0.6979
CastIron,87.71,7.29,354,188,144,5.4986,0.5564
CastIron,73.59,7.17,671,148,68,20.5422,0.6318
CastIron,86.95,7.23,786,46,574,0.7091,0.859
CastIron,78.74,7.34,624,73,86,7.6456,0.8085
CastIron,82.35,7.29,202,45,862,0.1157,0.8153
CastIron,84.17,7.16,281,48,711,0.2108,0.5715
CastIron,78.37,7.25,706,127,643,2.0357,0.756
CastIron,88.92,7.38,335,93,524,0.5508,0.5687
CastIron,72.11,7.16,304,76,570,0.4643,0.6765
CastIron,86.51,7.14,516,153,917,0.8403,0.8614
CastIron,73.54,7.23,781,113,219,5.3975,0.8143
CastIron,88.82,7.25,365,61,267,0.9593,0.8286
CastIron,73.6,7.24,397,165,80,12.1541,0.518
CastIron,87.44,7.13,422,20,732,0.1313,0.8337
CastIron,85.25,7.35,259,45,230,0.601,0.6882
CastIron,89.99,7.35,424,184,641,1.3617,0.6813
CastIron,85.27,7.23,372,85,447,0.6845,0.6795
CastIron,79.52,7.31,721,103,291,2.7866,0.6553
CastIron,74.54,7.27,96,22,638,0.0473,0.5683
CastIron,87.05,7.18,116,26,221,0.1437,0.7812
CastIron,79.41,7.39,304,23,644,0.1525,0.7863
CastIron,84.08,7.28,245,156,353,1.2872,0.8827
CastIron,88.63,7.27,38,161,549,0.1219,0.8403
CastIron,71.33,7.1,723,133,245,5.1728,0.8923
CastIron,79.04,7.14,332,12,817,0.0678,0.5664
CastIron,77.57,7.24,788,100,75,11.542,0.5046
CastIron,76.19,7.14,29,81,209,0.1198,0.8486
CastIron,84.26,7.11,433,172,81,9.8067,0.8846
CastIron,79.0,7.11,499,66,844,0.5244,0.5827
CastIron,78.32,7.15,761,178,191,7.6697,0.8435
CastIron,85.71,7.3,201,131,292,1.2394,0.6766
CastIron,72.83,7.29,443,92,658,0.9331,0.5815
CastIron,83.71,7.33,718,18,748,0.1735,0.8813
CastIron,76.18,7.28,139,138,360,0.6384,0.5881
CastIron,78.87,7.15,256,191,654,0.9565,0.7708
CastIron,85.64,7.15,565,49,126,2.483,0.5442
CastIron,76.33,7.11,351,126,637,1.0185,0.5346
CastIron,87.97,7.38,406,159,306,2.8722,0.8912
CastIron,81.11,7.15,283,55,896,0.2508,0.7435
CastIron,83.3,7.31,798,161,834,2.157,0.7385
CastIron,75.76,7.16,202,143,888,0.3983,0.7752
CastIron,75.04,7.39,123,152,576,0.4243,0.8385
CastIron,78.49,7.15,670,30,539,0.4645,0.509
CastIron,85.63,7.3,512,29,704,0.2519,0.5072
CastIron,85.75,7.26,455,96,366,1.6456,0.6141
CastIron,84.68,7.3,733,34,137,2.0606,0.7637
CastIron,80.27,7.34,420,176,801,0.9616,0.8658
CastIron,82.96,7.22,38,46,513,0.0426,0.5268
CastIron,85.44,7.35,333,56,368,0.6367,0.8862
CastIron,85.84,7.19,284,137,304,1.4273,0.6098
CastIron,77.76,7.19,538,199,291,5.0675,0.5279
CastIron,73.46,7.2,236,160,587,0.8101,0.5635
CastIron,72.12,7.11,87,59,456,0.1747,0.8104
CastIron,80.76,7.19,436,7,663,0.0663,0.6612
CastIron,84.81,7.26,189,197,570,0.7402,0.6467
CastIron,70.03,7.25,54,14,377,0.0276,0.6806
CastIron,83.75,7.17,354,152,666,1.1233,0.6673
CastIron,89.86,7.13,486,76,535,0.6447,0.8833
CastIron,70.3,7.15,409,64,156,2.8509,0.7329
CastIron,82.73,7.35,120,93,877,0.1495,0.6038
CastIron,79.34,7.17,501,165,727,1.3123,0.6637
CastIron,86.18,7.34,418,147,444,1.816,0.7417
CastIron,78.5,7.18,37,189,147,0.7096,0.6224
CastIron,81.77,7.22,173,143,93,2.8989,0.6651
CastIron,81.68,7.21,277,136,497,0.8889,0.8588
CastIron,89.07,7.25,491,138,324,2.346,0.5142
CastIron,81.08,7.27,702,33,832,0.2782,0.7615
CastIron,71.27,7.17,199,8,360,0.0511,0.5857
CastIron,76.51,7.14,180,85,717,0.324,0.6595
CastIron,89.98,7.4,425,186,355,2.2922,0.7342
CastIron,71.74,7.17,377,48,731,0.3125,0.7633
CastIron,70.24,7.26,489,94,628,1.2144,0.5253
CastIron,78.31,7.24,257,14,647,0.0635,0.6292
CastIron,75.25,7.25,627,196,384,3.7675,0.7696
CastIron,82.75,7.25,506,52,166,2.181,0.7971
CastIron,71.28,7.11,189,116,906,0.3643,0.8295
CastIron,84.02,7.32,310,176,573,1.2084,0.7494
CastIron,74.27,7.3,37,95,249,0.1908,0.8226
CastIron,89.55,7.18,614,32,179,1.0246,0.532
CastIron,81.82,7.28,559,50,815,0.4584,0.5933
CastIron,70.62,7.29,349,71,810,0.4522,0.5404
CastIron,73.93,7.18,358,32,524,0.2618,0.6445
CastIron,77.7,7.32,328,171,608,1.3326,0.5454
CastIron,75.06,7.17,259,154,454,0.9959,0.8168
CastIron,77.97,7.15,237,63,615,0.3158,0.5148
CastIron,84.1,7.2,285,77,735,0.3322,0.8091
PTFE,6.43,2.27,562,57,926,5.2774,0.1872
PTFE,5.16,2.12,333,100,235,22.6041,0.2792
PTFE,6.41,2.24,204,24,673,1.1351,0.1046
PTFE,9.84,2.13,245,176,281,13.3922,0.1678
PTFE,10.52,2.25,44,18,182,0.3566,0.2044
PTFE,11.67,2.22,607,159,639,13.7428,0.1693
PTFE,12.09,2.22,444,11,209,1.7294,0.1919
PTFE,11.27,2.16,240,108,776,2.7289,0.2757
PTFE,11.5,2.17,222,57,945,1.2368,0.1123
PTFE,5.08,2.26,389,107,552,16.6142,0.1585
PTFE,12.83,2.17,677,166,405,24.8833,0.1484
PTFE,5.19,2.25,555,174,835,23.6441,0.2984
PTFE,5.61,2.21,37,187,706,1.7342,0.238
PTFE,6.24,2.14,555,195,781,21.8005,0.121
PTFE,7.39,2.27,70,122,557,2.2367,0.1026
PTFE,9.18,2.21,405,161,904,8.5372,0.2275
PTFE,7.24,2.12,511,79,299,15.6264,0.1225
PTFE,8.33,2.17,677,82,162,48.3513,0.2866
PTFE,14.14,2.21,580,190,425,19.7908,0.245
PTFE,8.11,2.12,220,166,524,8.5725,0.2961
PTFE,5.1,2.13,224,82,722,5.873,0.115
PTFE,8.65,2.28,787,136,645,19.4256,0.1727
PTFE,13.72,2.24,164,45,331,1.4273,0.1856
PTFE,5.28,2.26,664,108,815,16.7587,0.1966
PTFE,13.29,2.19,171,176,801,3.2107,0.2724
PTFE,11.53,2.2,786,91,703,7.4952,0.1328
PTFE,14.8,2.18,127,138,624,1.6302,0.1412
PTFE,12.97,2.11,544,108,786,5.6764,0.1627
PTFE,8.9,2.27,46,91,89,4.6825,0.1532
PTFE,13.25,2.3,530,88,513,5.9562,0.1797
PTFE,12.62,2.25,533,72,275,12.6124,0.229
PTFE,11.09,2.27,788,19,784,1.8285,0.2277
PTFE,14.54,2.26,137,141,808,1.5953,0.1374
PTFE,10.49,2.24,345,58,975,1.6968,0.1531
PTFE,11.94,2.23,101,139,441,2.938,0.1666
PTFE,11.49,2.23,35,35,817,0.141,0.1747
PTFE,13.36,2.24,397,21,980,0.5613,0.1504
PTFE,8.4,2.2,343,80,998,3.8987,0.1331
PTFE,6.08,2.29,615,65,418,16.5474,0.1872
PTFE,8.41,2.16,556,63,118,32.2849,0.2159
PTFE,8.67,2.12,409,17,972,0.8636,0.2541
PTFE,10.99,2.16,674,55,452,7.4177,0.2743
PTFE,8.06,2.2,81,200,809,2.9784,0.1229
PTFE,9.26,2.17,50,158,807,0.8549,0.2121
PTFE,10.21,2.18,270,85,711,2.7969,0.2471
PTFE,6.45,2.16,298,198,993,7.4805,0.1912
PTFE,8.97,2.21,380,30,83,14.1344,0.2855
PTFE,6.12,2.27,192,123,704,6.2687,0.2901
PTFE,7.28,2.14,623,103,856,11.5815,0.2888
PTFE,12.42,2.25,384,74,755,3.552,0.1552
PTFE,8.65,2.27,233,161,726,6.3561,0.1214
PTFE,13.36,2.24,292,155,768,3.8897,0.2445
PTFE,8.38,2.19,394,197,352,22.5056,0.1659
PTFE,8.99,2.3,376,25,713,1.2149,0.1866
PTFE,9.88,2.24,647,120,749,11.8107,0.2822
PTFE,10.2,2.25,606,160,400,25.8195,0.1649
PTFE,6.35,2.16,425,113,626,12.048,0.1866
PTFE,7.66,2.24,292,107,992,3.8254,0.1922
PTFE,9.76,2.22,427,191,697,10.7928,0.2101
PTFE,8.98,2.19,703,177,209,78.5446,0.1786
PTFE,9.16,2.22,784,59,965,5.3064,0.15
PTFE,11.9,2.24,674,178,461,23.2773,0.2104
PTFE,8.23,2.2,426,108,109,53.2553,0.2068
PTFE,5.31,2.13,126,135,656,4.0296,0.2016
PTFE,13.34,2.26,260,166,603,5.6678,0.2637
PTFE,8.1,2.23,583,9,266,2.3396,0.2319
PTFE,14.09,2.23,299,44,322,3.2714,0.292
PTFE,13.54,2.13,89,113,870,0.8327,0.1532
PTFE,5.3,2.25,297,24,52,26.7979,0.2092
PTFE,14.35,2.1,539,197,634,9.8689,0.1816
PTFE,11.76,2.24,342,124,676,4.9308,0.1454
PTFE,14.84,2.27,796,195,741,14.0081,0.2686
PTFE,7.06,2.27,342,184,225,40.7328,0.2357
PTFE,14.46,2.19,422,116,767,3.6653,0.2866
PTFE,10.01,2.24,763,186,374,42.3992,0.211
PTFE,5.04,2.23,483,116,585,17.0795,0.1903
PTFE,12.9,2.23,514,103,245,15.1858,0.2064
PTFE,13.99,2.29,35,74,305,0.6645,0.1768
PTFE,9.76,2.12,180,155,225,14.2169,0.1111
PTFE,6.54,2.23,404,159,326,24.2816,0.1829
PTFE,13.41,2.2,436,153,543,9.1215,0.283
PTFE,9.5,2.14,371,64,685,4.1985,0.2434
PTFE,7.16,2.26,114,42,644,0.9398,0.2979
PTFE,7.55,2.25,283,14,512,1.1337,0.1357
PTFE,12.86,2.21,349,68,555,3.072,0.1578
PTFE,10.22,2.23,463,82,918,4.818,0.2621
PTFE,11.45,2.16,373,42,406,2.8148,0.2443
PTFE,13.46,2.25,486,8,93,3.2631,0.1935
PTFE,12.95,2.29,279,165,326,11.6393,0.189
PTFE,11.3,2.1,91,52,533,0.8772,0.1053
PTFE,7.59,2.17,272,105,751,4.5142,0.1278
PTFE,12.32,2.13,643,72,689,5.9182,0.1695
PTFE,10.55,2.28,717,188,880,15.3818,0.174
PTFE,12.25,2.14,296,70,54,27.3427,0.1857
PTFE,14.42,2.25,287,54,703,1.4314,0.2809
PTFE,8.77,2.28,309,132,234,21.6412,0.1738
PTFE,6.74,2.22,94,114,476,3.3956,0.2348
PTFE,13.43,2.25,242,180,220,16.9832,0.2208
PTFE,8.25,2.18,75,116,508,2.3884,0.1695
PTFE,7.02,2.12,466,77,748,7.802,0.1325
PTFE,11.87,2.2,747,29,855,1.7503,0.2419
PTFE,5.69,2.26,90,146,614,3.8835,0.2583
PTFE,12.81,2.14,128,81,253,2.8749,0.1151
PTFE,11.95,2.18,234,104,880,2.1297,0.1024
PTFE,10.78,2.18,95,11,761,0.1358,0.2626
PTFE,8.39,2.11,790,105,912,11.825,0.1471
PTFE,8.78,2.1,540,92,712,8.5413,0.1045
PTFE,7.94,2.21,105,163,187,9.6642,0.1025
PTFE,7.97,2.11,254,93,359,9.0945,0.2342
PTFE,6.1,2.19,501,17,52,23.0008,0.254
PTFE,13.34,2.1,336,131,593,6.5637,0.1803
PTFE,12.77,2.16,692,62,325,11.6729,0.2657
PTFE,6.89,2.24,590,116,990,10.822,0.2152
PTFE,6.65,2.13,136,114,55,37.939,0.1209
PTFE,8.8,2.2,327,48,666,2.2868,0.2125
PTFE,6.51,2.26,800,172,263,70.3677,0.1293
PTFE,13.59,2.15,433,35,70,19.0544,0.161
PTFE,5.76,2.23,572,197,181,121.6239,0.1974
PTFE,14.55,2.29,28,73,558,0.2333,0.2671
PTFE,12.25,2.12,527,192,279,31.3286,0.2188
PTFE,8.96,2.12,362,49,427,4.2491,0.1224
PTFE,11.14,2.26,187,186,392,6.3806,0.1165
PTFE,9.33,2.2,535,24,288,4.1653,0.1697
PTFE,11.47,2.19,410,111,344,12.0675,0.1929
PTFE,5.95,2.29,36,169,927,0.9215,0.1927
PTFE,11.09,2.16,707,81,97,57.4563,0.1152
PTFE,11.24,2.14,546,33,353,4.0279,0.1552
PTFE,7.54,2.2,583,107,140,55.8657,0.1569
PTFE,9.65,2.3,26,105,874,0.2691,0.2898
PTFE,14.33,2.17,59,79,993,0.3412,0.1042
PTFE,11.71,2.22,328,71,270,6.9118,0.1373
PTFE,8.48,2.19,746,192,240,68.0237,0.1788
PTFE,9.51,2.27,555,51,114,28.5453,0.2893
PTFE,11.37,2.23,117,101,475,2.1943,0.155
PTFE,12.86,2.28,236,12,208,1.127,0.1498
PTFE,12.1,2.1,434,104,729,4.7309,0.1979
PTFE,13.72,2.13,89,176,321,3.8597,0.1705
PTFE,6.58,2.15,763,190,623,36.0377,0.1549
PTFE,6.45,2.13,554,62,551,9.7063,0.1137
PTFE,9.55,2.25,133,78,627,1.8981,0.1256
PTFE,8.97,2.15,390,34,427,2.8458,0.1129
PTFE,6.87,2.28,220,43,841,1.3386,0.1342
PTFE,11.54,2.25,587,56,683,4.7698,0.1305
PTFE,9.68,2.18,399,111,76,68.8764,0.2965
PTFE,11.88,2.29,657,28,600,2.3524,0.1846
PTFE,9.71,2.28,440,167,836,10.3997,0.2191
PTFE,5.48,2.18,88,105,371,4.8444,0.1211
PTFE,7.86,2.14,283,170,766,8.9593,0.2206
PTFE,12.92,2.14,320,198,733,5.7864,0.2016
PTFE,9.16,2.27,53,11,270,0.2157,0.1401
PTFE,6.62,2.15,546,121,329,35.7324,0.2125
